ageb_id,label,stratum,stops_400m,stops_800m,employment_proxy,accessibility_quartile,employment_quartile,label_str
1410100011075,1,existing_station,50,100,195.0,3,2,suitable
1403900014743,1,existing_station,125,248,195.0,4,2,suitable
1409700253005,1,existing_station,2,4,195.0,1,2,suitable
141200001454A,1,existing_station,55,139,195.0,4,2,suitable
1409708221935,1,existing_station,58,106,195.0,3,2,suitable
1403900014476,1,existing_station,45,119,195.0,3,2,suitable
1412000012596,1,existing_station,41,119,195.0,3,2,suitable
1412000016531,1,existing_station,53,84,195.0,2,2,suitable
1412000014253,1,existing_station,26,111,195.0,2,2,suitable
1412000010918,1,existing_station,65,126,200.0,4,2,suitable
1410100011484,1,existing_station,52,129,200.0,3,2,suitable
1410100011573,1,existing_station,7,21,200.0,1,2,suitable
1409800011167,1,existing_station,10,130,200.0,2,2,suitable
1403900010740,1,existing_station,50,109,200.0,3,2,suitable
1409800010690,1,existing_station,163,313,200.0,4,2,suitable
1403900013849,1,existing_station,48,116,200.0,3,2,suitable
1403900014851,1,existing_station,81,162,200.0,4,2,suitable
1403900013406,1,existing_station,104,187,200.0,4,2,suitable
1412000012755,1,existing_station,29,50,200.0,1,2,suitable
1412000013607,1,existing_station,26,74,200.0,2,2,suitable
141200231205A,1,existing_station,12,31,210.0,1,2,suitable
1409700010636,1,existing_station,15,28,215.0,1,2,suitable
1403900015296,1,existing_station,24,70,215.0,2,2,suitable
1412000014484,1,existing_station,50,105,215.0,3,2,suitable
1403900013872,1,existing_station,30,110,215.0,3,2,suitable
1403900011452,1,existing_station,82,185,215.0,4,2,suitable
1410100010950,1,existing_station,15,49,215.0,1,2,suitable
1410100010772,1,existing_station,58,100,215.0,3,2,suitable
1412000013217,1,existing_station,51,108,215.0,3,2,suitable
1403900013552,1,existing_station,52,157,215.0,4,2,suitable
1410100012478,1,existing_station,15,42,215.0,1,2,suitable
1410100010880,1,existing_station,57,137,215.0,4,2,suitable
1412000014215,1,existing_station,47,107,220.0,3,2,suitable
1403900012380,1,existing_station,42,76,220.0,2,2,suitable
1409700320053,1,existing_station,39,68,220.0,2,2,suitable
1412000012505,1,existing_station,83,128,220.0,4,2,suitable
1403900011715,1,existing_station,68,160,220.0,4,2,suitable
140390001286A,1,existing_station,94,150,220.0,4,2,suitable
1403900010492,1,existing_station,87,170,220.0,4,2,suitable
1412000014200,1,existing_station,52,101,220.0,3,2,suitable
1410100010700,1,existing_station,42,105,230.0,3,2,suitable
1412000016067,1,existing_station,19,42,230.0,1,2,suitable
1409800012659,1,existing_station,26,73,235.0,2,2,suitable
141200001244A,1,existing_station,60,133,235.0,4,2,suitable
1403900013904,1,existing_station,77,100,235.0,3,2,suitable
1410100011056,1,existing_station,45,109,235.0,3,2,suitable
1409800011256,1,existing_station,41,79,235.0,2,2,suitable
1410100011357,1,existing_station,42,92,235.0,2,2,suitable
1409800012451,1,existing_station,88,217,235.0,4,2,suitable
1412004306955,1,existing_station,18,24,235.0,1,2,suitable
1403900013660,1,existing_station,32,82,235.0,2,2,suitable
1403900010524,1,existing_station,47,116,235.0,3,2,suitable
1410100010471,1,existing_station,9,35,235.0,1,2,suitable
1403900012003,1,existing_station,48,104,240.0,3,2,suitable
1410100010486,1,existing_station,50,80,240.0,2,2,suitable
1412000010265,1,existing_station,79,141,240.0,4,2,suitable
1410100010363,1,existing_station,44,103,240.0,3,2,suitable
1403900011698,1,existing_station,50,147,240.0,4,2,suitable
1412000014395,1,existing_station,40,136,240.0,3,2,suitable
1403900014508,1,existing_station,57,112,240.0,3,2,suitable
1403900010882,1,existing_station,66,163,240.0,4,2,suitable
1403900012200,1,existing_station,47,124,240.0,3,2,suitable
1403900015012,1,existing_station,29,112,240.0,3,2,suitable
1409800012165,1,existing_station,32,73,250.0,2,2,suitable
1409700250369,1,existing_station,65,138,250.0,4,2,suitable
140390001489A,1,existing_station,60,165,250.0,4,2,suitable
1409700250994,1,existing_station,14,76,255.0,1,2,suitable
1403900014387,1,existing_station,127,216,255.0,4,2,suitable
1403900012041,1,existing_station,26,100,255.0,2,2,suitable
1409800012574,1,existing_station,40,96,255.0,2,2,suitable
1403900014052,1,existing_station,27,117,255.0,3,2,suitable
1412000012685,1,existing_station,102,187,255.0,4,2,suitable
140390001539A,1,existing_station,48,96,255.0,3,2,suitable
1403900012272,1,existing_station,33,107,255.0,3,2,suitable
141200001187A,1,existing_station,45,100,255.0,3,2,suitable
1403900010774,1,existing_station,45,150,255.0,4,2,suitable
1412000015340,1,existing_station,63,119,255.0,3,2,suitable
1409704240570,1,existing_station,20,36,255.0,1,2,suitable
1403900013656,1,existing_station,46,115,255.0,3,2,suitable
1410100091520,1,existing_station,25,43,255.0,1,2,suitable
1412000012613,1,existing_station,63,151,255.0,4,2,suitable
1403900010702,1,existing_station,24,93,255.0,2,2,suitable
1409800013214,1,existing_station,30,71,255.0,2,2,suitable
1412000014840,1,existing_station,15,23,255.0,1,2,suitable
1412000012670,1,existing_station,63,134,260.0,4,2,suitable
1409800012273,1,existing_station,18,29,260.0,1,2,suitable
1403900010416,1,existing_station,43,88,260.0,2,2,suitable
1403900011414,1,existing_station,74,184,260.0,4,2,suitable
141200001671A,1,existing_station,56,101,260.0,3,2,suitable
1412000013043,1,existing_station,68,113,260.0,3,2,suitable
1410100011643,1,existing_station,25,41,270.0,1,2,suitable
1403900014654,1,existing_station,46,94,275.0,2,2,suitable
1412000015355,1,existing_station,17,28,275.0,1,2,suitable
1412000016809,1,existing_station,12,38,275.0,1,2,suitable
1407000130083,1,existing_station,34,53,275.0,1,2,suitable
140390001471A,1,existing_station,33,76,275.0,2,2,suitable
1403900012037,1,existing_station,37,107,275.0,3,2,suitable
1412000014605,1,existing_station,64,133,275.0,4,2,suitable
1409800011218,1,existing_station,131,277,275.0,4,2,suitable
1403900015008,1,existing_station,32,91,280.0,2,2,suitable
1403900011433,1,existing_station,82,187,280.0,4,2,suitable
1403900010064,1,existing_station,56,110,280.0,3,3,suitable
1412000014342,1,existing_station,32,70,280.0,2,3,suitable
1409708312971,1,existing_station,40,70,285.0,2,3,suitable
1403900011202,1,existing_station,68,192,290.0,4,3,suitable
1412000013503,1,existing_station,56,108,295.0,3,3,suitable
1412000012331,1,existing_station,14,91,295.0,2,3,suitable
1403900010223,1,existing_station,53,102,295.0,3,3,suitable
1403900011984,1,existing_station,45,105,295.0,3,3,suitable
1409700253024,1,existing_station,36,70,295.0,2,3,suitable
1407000210736,1,existing_station,11,22,295.0,1,3,suitable
1409700340388,1,existing_station,19,35,295.0,1,3,suitable
1412000010602,1,existing_station,41,74,295.0,2,3,suitable
1412000010373,1,existing_station,47,124,295.0,3,3,suitable
1407000200079,1,existing_station,21,37,295.0,1,3,suitable
1407000430308,1,existing_station,13,24,300.0,1,3,suitable
1403900012785,1,existing_station,29,102,300.0,2,3,suitable
1403900014067,1,existing_station,46,116,300.0,3,3,suitable
1410100010984,1,existing_station,29,91,300.0,2,3,suitable
1403900014705,1,existing_station,13,55,300.0,1,3,suitable
1410100011624,1,existing_station,38,71,300.0,2,3,suitable
1409700343236,1,existing_station,30,44,300.0,1,3,suitable
1403900014226,1,existing_station,26,81,310.0,2,3,suitable
1403900014283,1,existing_station,22,90,310.0,2,3,suitable
1410100091677,1,existing_station,47,75,310.0,2,3,suitable
1409800012358,1,existing_station,29,93,310.0,2,3,suitable
1403900010149,1,existing_station,41,83,310.0,2,3,suitable
1412000010354,1,existing_station,61,105,310.0,3,3,suitable
1403900013783,1,existing_station,66,118,310.0,3,3,suitable
1409800012606,1,existing_station,36,96,310.0,2,3,suitable
1403900013800,1,existing_station,63,137,310.0,4,3,suitable
1403900011931,1,existing_station,51,123,310.0,3,3,suitable
1409700320833,1,existing_station,30,39,310.0,1,3,suitable
1409700350138,1,existing_station,39,72,315.0,2,3,suitable
1403900015101,1,existing_station,63,129,315.0,4,3,suitable
1403900014014,1,existing_station,66,127,315.0,4,3,suitable
1412000012435,1,existing_station,44,128,315.0,3,3,suitable
1409700320180,1,existing_station,40,69,315.0,2,3,suitable
1403900014029,1,existing_station,69,140,320.0,4,3,suitable
1412000013289,1,existing_station,13,53,320.0,1,3,suitable
1412000015482,1,existing_station,39,96,320.0,2,3,suitable
1403900014599,1,existing_station,68,182,320.0,4,3,suitable
1412000015552,1,existing_station,14,35,320.0,1,3,suitable
1412000015938,1,existing_station,11,46,320.0,1,3,suitable
1409700011121,1,existing_station,9,24,320.0,1,3,suitable
1409700931028,1,existing_station,67,97,320.0,3,3,suitable
1403900014531,1,existing_station,27,68,320.0,2,3,suitable
1403900010986,1,existing_station,22,82,330.0,2,3,suitable
1403900015332,1,existing_station,27,103,330.0,2,3,suitable
1412000016508,1,existing_station,48,111,330.0,3,3,suitable
1412000015270,1,existing_station,9,44,335.0,1,3,suitable
1410100011588,1,existing_station,15,22,335.0,1,3,suitable
1403900010238,1,existing_station,88,201,335.0,4,3,suitable
1412000015209,1,existing_station,55,118,335.0,3,3,suitable
1403900013514,1,existing_station,60,126,335.0,3,3,suitable
1403900010204,1,existing_station,45,113,335.0,3,3,suitable
140970822194A,1,existing_station,63,125,335.0,3,3,suitable
1403900010755,1,existing_station,47,143,335.0,3,3,suitable
1409800010879,1,existing_station,89,140,335.0,4,3,suitable
1409800010953,1,existing_station,56,115,340.0,3,3,suitable
1403900011471,1,existing_station,64,135,340.0,4,3,suitable
1403900012802,1,existing_station,76,116,340.0,4,3,suitable
1403900013340,1,existing_station,60,139,340.0,4,3,suitable
141200001251A,1,existing_station,13,79,340.0,2,3,suitable
1403900013336,1,existing_station,55,104,340.0,3,3,suitable
1403900010789,1,existing_station,73,186,340.0,4,3,suitable
141010001161A,1,existing_station,33,68,340.0,2,3,suitable
1407000200191,1,existing_station,39,73,350.0,2,3,suitable
1409800012964,1,existing_station,29,63,350.0,2,3,suitable
1412000010890,1,existing_station,77,141,350.0,4,3,suitable
1412000015798,1,existing_station,45,85,355.0,2,3,suitable
1409708221579,1,existing_station,38,72,355.0,2,3,suitable
1412000013058,1,existing_station,54,121,355.0,3,3,suitable
1403900011999,1,existing_station,45,102,355.0,3,3,suitable
1410100011041,1,existing_station,43,95,355.0,2,3,suitable
1412000013128,1,existing_station,50,140,355.0,4,3,suitable
1403900012501,1,existing_station,53,124,355.0,3,3,suitable
1412000014380,1,existing_station,89,148,355.0,4,3,suitable
1407000201236,1,existing_station,27,41,360.0,1,3,suitable
1403900015224,1,existing_station,44,94,370.0,2,3,suitable
1403900011908,1,existing_station,56,166,370.0,4,3,suitable
1403900010810,1,existing_station,111,228,370.0,4,3,suitable
1403900013020,1,existing_station,130,277,370.0,4,3,suitable
1410100011145,1,existing_station,26,39,375.0,1,3,suitable
1403900010990,1,existing_station,48,132,375.0,3,3,suitable
1412000014535,1,existing_station,53,119,375.0,3,3,suitable
1403900011895,1,existing_station,46,171,375.0,4,3,suitable
1409800140027,1,existing_station,70,98,375.0,3,3,suitable
1403900011927,1,existing_station,58,131,375.0,3,3,suitable
1403900013853,1,existing_station,49,103,375.0,3,3,suitable
1403900010721,1,existing_station,19,84,380.0,2,3,suitable
140390001254A,1,existing_station,51,109,380.0,3,3,suitable
1412000012115,1,existing_station,43,63,380.0,2,3,suitable
1403900014141,1,existing_station,43,135,380.0,3,3,suitable
1403900015402,1,existing_station,57,137,385.0,4,3,suitable
1409800011631,1,existing_station,96,227,385.0,4,3,suitable
1403900015281,1,existing_station,31,82,390.0,2,3,suitable
1409701153363,1,existing_station,8,13,390.0,1,3,suitable
140980001135A,1,existing_station,152,271,390.0,4,3,suitable
1403900010685,1,existing_station,34,95,390.0,2,3,suitable
1409701152007,1,existing_station,8,15,395.0,1,3,suitable
1409800010347,1,existing_station,36,74,395.0,2,3,suitable
1409700092810,1,existing_station,5,7,395.0,1,3,suitable
140970424098A,1,existing_station,21,32,395.0,1,3,suitable
1410100011997,1,existing_station,22,55,395.0,1,3,suitable
1407000131448,1,existing_station,42,63,400.0,2,3,suitable
1410100272336,1,existing_station,32,34,400.0,1,3,suitable
1412000010994,1,existing_station,43,96,405.0,2,3,suitable
1403900015563,1,existing_station,69,150,405.0,4,3,suitable
140390001119A,1,existing_station,73,182,410.0,4,3,suitable
1403900011946,1,existing_station,40,130,410.0,3,3,suitable
1409800142023,1,existing_station,48,77,410.0,2,3,suitable
1412000016527,1,existing_station,39,66,410.0,2,3,suitable
1412000013518,1,existing_station,63,140,410.0,4,3,suitable
1403900014832,1,existing_station,88,161,410.0,4,3,suitable
140390001560A,1,existing_station,83,127,415.0,4,3,suitable
1412000010227,1,existing_station,79,135,415.0,4,3,suitable
1412000014408,1,existing_station,22,52,415.0,1,3,suitable
1409800013036,1,existing_station,20,48,420.0,1,3,suitable
1412002315887,1,existing_station,21,30,420.0,1,3,suitable
1412000016777,1,existing_station,22,45,420.0,1,3,suitable
1412000015251,1,existing_station,18,56,425.0,1,3,suitable
1403900014086,1,existing_station,27,100,425.0,2,3,suitable
1403900014353,1,existing_station,43,108,430.0,3,3,suitable
1403900011005,1,existing_station,57,127,430.0,3,3,suitable
1409800013197,1,existing_station,20,58,435.0,1,3,suitable
140390001051A,1,existing_station,71,179,435.0,4,3,suitable
1412000012238,1,existing_station,23,75,435.0,2,3,suitable
1405100010069,1,existing_station,18,28,435.0,1,3,suitable
1412000014728,1,existing_station,26,64,435.0,1,3,suitable
1409800010474,1,existing_station,46,115,435.0,3,3,suitable
1410100010715,1,existing_station,69,105,440.0,3,3,suitable
1409800010506,1,existing_station,39,82,445.0,2,3,suitable
1407000010100,1,existing_station,18,47,450.0,1,3,suitable
1409800010991,1,existing_station,18,43,450.0,1,3,suitable
1409708221530,1,existing_station,96,122,450.0,4,3,suitable
1412000013062,1,existing_station,50,140,450.0,4,3,suitable
141200001422A,1,existing_station,63,139,450.0,4,3,suitable
1412000010369,1,existing_station,48,123,455.0,3,3,suitable
1409708623414,1,existing_station,13,20,455.0,1,3,suitable
1403900012304,1,existing_station,49,122,455.0,3,3,suitable
1403900013374,1,existing_station,72,148,455.0,4,3,suitable
140390001069A,1,existing_station,35,95,460.0,2,3,suitable
1409800010046,1,existing_station,53,116,465.0,3,3,suitable
1412000016705,1,existing_station,37,73,465.0,2,3,suitable
1403900013209,1,existing_station,39,88,465.0,2,3,suitable
1403900013177,1,existing_station,42,90,470.0,2,3,suitable
1412002314179,1,existing_station,46,68,470.0,2,3,suitable
1410100011338,1,existing_station,51,118,470.0,3,3,suitable
1410100010382,1,existing_station,42,90,470.0,2,3,suitable
1412000015815,1,existing_station,35,76,470.0,2,3,suitable
1412000016762,1,existing_station,5,28,475.0,1,3,suitable
1403900014673,1,existing_station,97,211,475.0,4,3,suitable
1403900011217,1,existing_station,102,211,475.0,4,3,suitable
1403900010825,1,existing_station,90,194,475.0,4,3,suitable
1403900015385,1,existing_station,37,94,475.0,2,3,suitable
1409704241776,1,existing_station,67,103,475.0,3,3,suitable
1412000011418,1,existing_station,56,135,475.0,4,3,suitable
1412000014249,1,existing_station,25,82,480.0,2,3,suitable
1407000211005,1,existing_station,17,20,480.0,1,3,suitable
140390001279A,1,existing_station,42,101,480.0,3,3,suitable
1409800011646,1,existing_station,113,201,480.0,4,3,suitable
1403900011151,1,existing_station,47,130,485.0,3,3,suitable
140980001142A,1,existing_station,83,133,485.0,4,3,suitable
1412000016739,1,existing_station,23,29,490.0,1,3,suitable
1409708312030,1,existing_station,20,36,490.0,1,3,suitable
1409800012697,1,existing_station,72,98,490.0,3,3,suitable
1412000013147,1,existing_station,34,145,490.0,3,3,suitable
1409800012377,1,existing_station,79,154,495.0,4,3,suitable
141200001319A,1,existing_station,46,109,495.0,3,3,suitable
1403900012681,1,existing_station,48,103,495.0,3,3,suitable
1409800141114,1,existing_station,49,86,500.0,2,3,suitable
1403900011429,1,existing_station,71,168,500.0,4,3,suitable
1403900012342,1,existing_station,61,120,500.0,3,3,suitable
1407000140844,1,existing_station,11,35,505.0,1,3,suitable
1410100010433,1,existing_station,48,88,505.0,2,3,suitable
1403900014870,1,existing_station,36,74,505.0,2,3,suitable
1410100010537,1,existing_station,33,45,510.0,1,3,suitable
140980001217A,1,existing_station,33,71,510.0,2,3,suitable
1403900012728,1,existing_station,51,105,510.0,3,3,suitable
1412000013414,1,existing_station,44,73,515.0,2,3,suitable
1403900010806,1,existing_station,109,228,515.0,4,3,suitable
1410100091450,1,existing_station,49,98,515.0,3,3,suitable
1409800012555,1,existing_station,39,51,515.0,1,3,suitable
1412000011846,1,existing_station,51,97,515.0,3,3,suitable
1412000013170,1,existing_station,68,181,515.0,4,3,suitable
1403900013745,1,existing_station,63,180,515.0,4,3,suitable
1403900012357,1,existing_station,48,115,520.0,3,3,suitable
1409800011542,1,existing_station,25,66,520.0,2,3,suitable
1407000010045,1,existing_station,37,55,520.0,2,3,suitable
1409800012818,1,existing_station,28,109,525.0,2,3,suitable
1412000012952,1,existing_station,25,51,525.0,1,3,suitable
1412000013594,1,existing_station,9,33,525.0,1,3,suitable
1403900015671,1,existing_station,62,124,530.0,3,3,suitable
1412000012261,1,existing_station,47,125,530.0,3,3,suitable
1403900014512,1,existing_station,39,134,530.0,3,3,suitable
1403900011128,1,existing_station,64,190,530.0,4,3,suitable
1403900010026,1,existing_station,44,92,530.0,2,3,suitable
1409800010718,1,existing_station,106,200,535.0,4,3,suitable
1412000012473,1,existing_station,55,114,535.0,3,3,suitable
1412000013005,1,existing_station,19,59,535.0,1,3,suitable
1409700250763,1,existing_station,44,73,535.0,2,3,suitable
1403900011081,1,existing_station,37,137,540.0,3,3,suitable
1409700010195,1,existing_station,54,94,540.0,3,3,suitable
1403900014090,1,existing_station,50,76,540.0,2,3,suitable
1412000011723,1,existing_station,60,152,545.0,4,3,suitable
1403900013919,1,existing_station,75,122,545.0,4,3,suitable
1403900013603,1,existing_station,88,250,545.0,4,3,suitable
1412000012897,1,existing_station,71,161,545.0,4,3,suitable
1412000012882,1,existing_station,54,151,550.0,4,3,suitable
1403900011679,1,existing_station,40,127,550.0,3,3,suitable
140390001496A,1,existing_station,75,176,550.0,4,3,suitable
1409800013290,1,existing_station,44,66,550.0,2,3,suitable
1409800011222,1,existing_station,114,253,555.0,4,3,suitable
1403900013529,1,existing_station,75,139,560.0,4,3,suitable
1412000015849,1,existing_station,19,39,565.0,1,3,suitable
1412000010937,1,existing_station,59,114,565.0,3,3,suitable
1412002434709,1,existing_station,12,20,565.0,1,3,suitable
140390001464A,1,existing_station,56,119,565.0,3,3,suitable
1410100010645,1,existing_station,41,79,565.0,2,3,suitable
1403900010632,1,existing_station,17,95,570.0,2,3,suitable
1410100091465,1,existing_station,55,83,570.0,2,3,suitable
1403900015667,1,existing_station,56,119,570.0,3,3,suitable
1409700010941,1,existing_station,98,141,575.0,4,3,suitable
140390001140A,1,existing_station,112,215,575.0,4,3,suitable
1403900011448,1,existing_station,72,168,575.0,4,3,suitable
1412000012666,1,existing_station,30,99,580.0,2,3,suitable
1409701150890,1,existing_station,15,22,580.0,1,3,suitable
1409800010351,1,existing_station,73,119,580.0,4,3,suitable
1412000013077,1,existing_station,45,118,585.0,3,3,suitable
1403900015027,1,existing_station,46,117,590.0,3,3,suitable
1412000010710,1,existing_station,108,160,590.0,4,3,suitable
1409700381795,1,existing_station,35,90,590.0,2,3,suitable
1412000012971,1,existing_station,16,58,590.0,1,3,suitable
1403900014423,1,existing_station,56,180,590.0,4,3,suitable
1412000012384,1,existing_station,65,147,595.0,4,3,suitable
1403900010670,1,existing_station,55,114,600.0,3,3,suitable
1409800012733,1,existing_station,66,74,605.0,2,3,suitable
1403900011664,1,existing_station,34,160,605.0,4,3,suitable
1409800012767,1,existing_station,71,125,605.0,4,3,suitable
1412000014183,1,existing_station,77,136,605.0,4,3,suitable
140390001172A,1,existing_station,72,160,605.0,4,3,suitable
1409800011398,1,existing_station,15,42,605.0,1,3,suitable
1403900012709,1,existing_station,46,128,610.0,3,3,suitable
1409800013110,1,existing_station,17,71,610.0,1,3,suitable
1412000014412,1,existing_station,34,73,610.0,2,3,suitable
1403900015559,1,existing_station,52,107,610.0,3,3,suitable
1412000015463,1,existing_station,69,122,615.0,4,3,suitable
1409800011576,1,existing_station,23,36,615.0,1,3,suitable
1403900012018,1,existing_station,35,94,615.0,2,3,suitable
1412000015800,1,existing_station,22,74,625.0,2,3,suitable
1403900010505,1,existing_station,67,163,630.0,4,3,suitable
1403900012431,1,existing_station,49,118,630.0,3,3,suitable
1403900010280,1,existing_station,21,78,630.0,2,3,suitable
1407000140276,1,existing_station,42,73,630.0,2,3,suitable
1410100010895,1,existing_station,100,162,630.0,4,3,suitable
1412000013236,1,existing_station,73,135,635.0,4,3,suitable
1403900011537,1,existing_station,101,203,635.0,4,3,suitable
140970001212A,1,existing_station,24,36,635.0,1,3,suitable
1409800011951,1,existing_station,27,50,640.0,1,3,suitable
1403900011236,1,existing_station,73,159,645.0,4,3,suitable
1403900014103,1,existing_station,42,94,645.0,2,3,suitable
1412000016599,1,existing_station,56,115,650.0,3,3,suitable
1403900010384,1,existing_station,30,105,650.0,2,3,suitable
1403900011734,1,existing_station,61,137,660.0,4,3,suitable
1403900013834,1,existing_station,78,127,665.0,4,3,suitable
1409800010120,1,existing_station,41,102,665.0,3,3,suitable
1412000014465,1,existing_station,93,165,665.0,4,3,suitable
1409800011538,1,existing_station,39,89,670.0,2,3,suitable
1403900014071,1,existing_station,56,116,670.0,3,3,suitable
1412000012609,1,existing_station,75,153,675.0,4,3,suitable
1403900012111,1,existing_station,52,130,675.0,3,3,suitable
1403900012268,1,existing_station,50,113,675.0,3,3,suitable
1410100010946,1,existing_station,57,114,675.0,3,3,suitable
140980001270A,1,existing_station,37,55,675.0,2,3,suitable
141200231625A,1,existing_station,7,40,675.0,1,3,suitable
1410100012001,1,existing_station,64,147,680.0,4,3,suitable
1409800011152,1,existing_station,79,187,680.0,4,3,suitable
1412000011032,1,existing_station,70,134,680.0,4,3,suitable
1410100010927,1,existing_station,91,166,685.0,4,3,suitable
1412000016300,1,existing_station,15,35,685.0,1,3,suitable
1410100012020,1,existing_station,55,99,685.0,3,3,suitable
1403900010647,1,existing_station,19,70,690.0,1,3,suitable
1403900014048,1,existing_station,73,136,690.0,4,3,suitable
1403900012287,1,existing_station,40,121,690.0,3,3,suitable
1403900011382,1,existing_station,75,170,690.0,4,3,suitable
1412000016635,1,existing_station,36,76,695.0,2,3,suitable
1409800010525,1,existing_station,154,280,695.0,4,3,suitable
1403900011842,1,existing_station,79,200,700.0,4,3,suitable
1403900012624,1,existing_station,38,92,700.0,2,3,suitable
1409800011097,1,existing_station,63,104,700.0,3,4,suitable
1412002313842,1,existing_station,34,51,705.0,1,4,suitable
1403900010435,1,existing_station,76,153,705.0,4,4,suitable
1412000012488,1,existing_station,58,81,705.0,2,4,suitable
1409800011330,1,existing_station,30,62,710.0,2,4,suitable
1412000012524,1,existing_station,40,98,715.0,2,4,suitable
1412000011634,1,existing_station,32,79,720.0,2,4,suitable
1410100010397,1,existing_station,39,55,720.0,2,4,suitable
1412000011691,1,existing_station,95,166,720.0,4,4,suitable
1409700250354,1,existing_station,76,107,725.0,3,4,suitable
1407000130401,1,existing_station,40,96,725.0,2,4,suitable
1412000010231,1,existing_station,84,170,730.0,4,4,suitable
1409800010101,1,existing_station,31,80,730.0,2,4,suitable
141010001040A,1,existing_station,77,137,735.0,4,4,suitable
1403900014122,1,existing_station,37,103,745.0,3,4,suitable
141200001340A,1,existing_station,45,92,745.0,2,4,suitable
1407000140859,1,existing_station,7,27,750.0,1,4,suitable
1412000010636,1,existing_station,47,125,755.0,3,4,suitable
1403900012376,1,existing_station,41,95,755.0,2,4,suitable
1412000012562,1,existing_station,29,100,760.0,2,4,suitable
1409700010937,1,existing_station,69,120,760.0,3,4,suitable
1409800011063,1,existing_station,63,119,765.0,3,4,suitable
1403900010562,1,existing_station,10,44,765.0,1,4,suitable
1412000012280,1,existing_station,53,111,765.0,3,4,suitable
140390001261A,1,existing_station,44,96,765.0,2,4,suitable
1403900014457,1,existing_station,21,36,765.0,1,4,suitable
1412000012064,1,existing_station,32,44,770.0,1,4,suitable
1403900011838,1,existing_station,38,158,770.0,4,4,suitable
1403900013088,1,existing_station,75,192,775.0,4,4,suitable
141200001301A,1,existing_station,36,56,775.0,2,4,suitable
1403900011645,1,existing_station,67,176,785.0,4,4,suitable
1403900011607,1,existing_station,65,147,790.0,4,4,suitable
1403900011039,1,existing_station,26,86,795.0,2,4,suitable
1410100010912,1,existing_station,32,86,805.0,2,4,suitable
1409800012771,1,existing_station,79,140,815.0,4,4,suitable
1403900010191,1,existing_station,43,133,815.0,3,4,suitable
1403900010115,1,existing_station,46,102,815.0,3,4,suitable
1412000012948,1,existing_station,39,76,820.0,2,4,suitable
1403900014936,1,existing_station,96,194,820.0,4,4,suitable
1409800011345,1,existing_station,59,143,825.0,4,4,suitable
1412000013397,1,existing_station,100,188,825.0,4,4,suitable
140390001005A,1,existing_station,27,80,830.0,2,4,suitable
1412000012632,1,existing_station,58,161,830.0,4,4,suitable
1403900014724,1,existing_station,41,72,830.0,2,4,suitable
1403900012056,1,existing_station,58,123,840.0,3,4,suitable
1403900010153,1,existing_station,51,128,840.0,3,4,suitable
1403900011683,1,existing_station,75,181,840.0,4,4,suitable
1403900012696,1,existing_station,63,146,845.0,4,4,suitable
1412000014361,1,existing_station,45,133,850.0,3,4,suitable
1403900014550,1,existing_station,87,233,850.0,4,4,suitable
1412000013772,1,existing_station,61,137,850.0,4,4,suitable
1412000013151,1,existing_station,62,127,855.0,3,4,suitable
1403900012319,1,existing_station,51,109,855.0,3,4,suitable
1403900011467,1,existing_station,80,183,860.0,4,4,suitable
1403900015309,1,existing_station,55,120,865.0,3,4,suitable
140390001083A,1,existing_station,101,207,865.0,4,4,suitable
1412000012986,1,existing_station,58,104,865.0,3,4,suitable
1403900011166,1,existing_station,70,132,870.0,4,4,suitable
1403900013711,1,existing_station,31,103,875.0,2,4,suitable
1409800010281,1,existing_station,48,97,875.0,3,4,suitable
1403900011880,1,existing_station,98,198,875.0,4,4,suitable
1403900011823,1,existing_station,37,118,880.0,3,4,suitable
1412000012346,1,existing_station,88,168,885.0,4,4,suitable
1403900011132,1,existing_station,77,169,890.0,4,4,suitable
1409800010370,1,existing_station,82,138,905.0,4,4,suitable
1409800010050,1,existing_station,38,84,910.0,2,4,suitable
1403900011804,1,existing_station,40,140,915.0,3,4,suitable
141200001397A,1,existing_station,12,20,925.0,1,4,suitable
1403900012215,1,existing_station,63,115,925.0,3,4,suitable
1409800011684,1,existing_station,53,84,925.0,2,4,suitable
1403900012677,1,existing_station,37,87,930.0,2,4,suitable
1409800012343,1,existing_station,36,115,935.0,3,4,suitable
140700021101A,1,existing_station,24,36,935.0,1,4,suitable
1403900010952,1,existing_station,37,86,935.0,2,4,suitable
1409800012748,1,existing_station,50,82,935.0,2,4,suitable
1403900012713,1,existing_station,49,101,940.0,3,4,suitable
1403900013923,1,existing_station,93,185,940.0,4,4,suitable
1403900011857,1,existing_station,89,261,950.0,4,4,suitable
1409800011519,1,existing_station,44,92,955.0,2,4,suitable
1409800010597,1,existing_station,63,101,960.0,3,4,suitable
1412000012420,1,existing_station,42,55,965.0,2,4,suitable
1407000430295,1,existing_station,16,24,970.0,1,4,suitable
1407000010115,1,existing_station,34,74,970.0,2,4,suitable
1407000140558,1,existing_station,29,63,970.0,2,4,suitable
1410100011516,1,existing_station,23,32,970.0,1,4,suitable
1412000016828,1,existing_station,14,21,975.0,1,4,suitable
140390001165A,1,existing_station,88,210,975.0,4,4,suitable
1409800012150,1,existing_station,37,48,980.0,1,4,suitable
1409700010212,1,existing_station,75,130,990.0,4,4,suitable
1412000014431,1,existing_station,44,97,995.0,3,4,suitable
